img_name,object_present,img_height,img_width,processing_time,matches_count
001+.jpg,+,4160,3120,0.011809146000004489,109
002+.jpg,+,4160,3120,0.011819803999998157,124
003-.jpg,-,4160,3120,0.006821791000007238,1
004-.jpg,-,4160,3120,0.01623831599999903,152
005-.jpg,-,4160,3120,0.021839913999997407,200
006+.jpg,+,4160,3120,0.008437923999991881,63
007+.jpg,+,4160,3120,0.039117623999999296,209
008+.jpg,+,4160,3120,0.02371185000001219,186
009+.jpg,+,3120,4160,0.010782384000009415,106
010+.jpg,+,3120,4160,0.038917087000001516,187
011+.jpg,+,3120,4160,0.017718258999991576,162
012+.jpg,+,3120,4160,0.04395892000000856,203
013+.jpg,+,3120,4160,0.07708176900000296,225
014+.jpg,+,3120,4160,0.024037523999993482,209
015-.jpg,-,3120,4160,0.09196528100000023,226
016+.jpg,+,3120,4160,0.08114697299998852,230
017+.jpg,+,3120,4160,0.013553575999992518,71
018+.jpg,+,3120,4160,0.03133025900000064,206
019+.jpg,+,3120,4160,0.01560552099999768,180
020+.jpg,+,3120,4160,0.015755923000000394,173
021-.jpg,-,3120,4160,0.0769921600000032,230
022+.jpg,+,3120,4160,0.01893253099999015,160
023-.jpg,-,3120,4160,0.03230570299999158,210
024+.jpg,+,3120,4160,0.09483674000000519,218
025-.jpg,-,3120,4160,0.10245791299999496,229
026+.jpg,+,3120,4160,0.03554902400000515,165
027-.jpg,-,3120,4160,0.1955719350000038,260
028-.jpg,-,3120,4160,0.20030111999999178,253
029+.jpg,+,3120,4160,0.10444985600000223,256
030+.jpg,+,3120,4160,0.1832073669999943,254
031+.jpg,+,3120,4160,0.08634276099999738,227
032+.jpg,+,3120,4160,0.1778592019999934,238
033+.jpg,+,3120,4160,0.1152255279999963,229
034+.jpg,+,3120,4160,0.24879658400000437,246
035+.jpg,+,3120,4160,0.11644058899999266,228
036+.jpg,+,3120,4160,0.036098919000011165,219
037+.jpg,+,3120,4160,0.01786668799999802,137
038+.jpg,+,3120,4160,0.01256628899999157,138
039+.jpg,+,3120,4160,0.012499575999996182,133
040+.jpg,+,3120,4160,0.010764620000003333,109
041-.jpg,-,3120,4160,0.017748655000005442,162
042-.jpg,-,3120,4160,0.016918876999994836,177
043-.jpg,-,3120,4160,0.021583321000008482,201
044-.jpg,-,3120,4160,0.009075455999990822,61
045+.jpg,+,3120,4160,0.008134355999999343,44
046+.jpg,+,3120,4160,0.012285617000003413,134
047+.jpg,+,3120,4160,0.016580570000002126,155
048+.jpg,+,3120,4160,0.03637643300000093,192
049+.jpg,+,3120,4160,0.024757953999994697,181
050+.jpg,+,3120,4160,0.02603894100001014,183
051+.jpg,+,3120,4160,0.01370239999999967,201
052+.jpg,+,3120,4160,0.016071334000002935,199
053+.jpg,+,2330,2248,0.012770774000003371,116
054+.jpg,+,2560,2108,0.01440230300001133,114
055+.jpg,+,2490,2151,0.013142634000004705,117
056+.jpg,+,2519,2083,0.023350647999990315,102
057+.jpg,+,1969,3120,0.009446131999993668,116
058+.jpg,+,2923,2358,0.015263662000009504,118
059+.jpg,+,1681,3120,0.012781826000008323,76
060+.jpg,+,2133,1807,0.018358949000003122,135
061-.jpg,-,4160,3120,0.013104342000005431,152
062-.jpg,-,4160,3120,0.011209511000004113,116
063-.jpg,-,4160,3120,0.011335044000006178,100
064+.jpg,+,4160,3120,0.04909746799999937,223
065+.jpg,+,3120,4160,0.01001695099999722,86
066+.jpg,+,3120,4160,0.01090317999999968,124
067+.jpg,+,3120,4160,0.028245630000000688,185
068+.jpg,+,3120,4160,0.013128422999997724,109
069+.jpg,+,3120,4160,0.07551774299999181,226
070+.jpg,+,3120,4160,0.049094310000000974,223
071+.jpg,+,3120,4160,0.04122601999999631,197
072-.jpg,-,3120,4160,0.011942574000002537,28
073+.jpg,+,3120,4160,0.011323595000007458,40
074+.jpg,+,3120,4160,0.04006583000000319,207
075+.jpg,+,3120,4160,0.055594767999991745,230
076+.jpg,+,4160,3120,0.04867547199999933,205
077+.jpg,+,3120,4160,0.034896097000000736,172
078+.jpg,+,3120,4160,0.02516929100001164,161
079-.jpg,-,4160,3120,0.025838798999998858,187
080+.jpg,+,4160,3120,0.032578874999998675,187
081-.jpg,-,4160,3120,0.03486925199999291,194
082+.jpg,+,4160,3120,0.04315006400000243,94
083+.jpg,+,4160,3120,0.04914483800000369,204
084+.jpg,+,4160,3120,0.02330919800000686,146
085+.jpg,+,4160,3120,0.01887331700000061,149
086+.jpg,+,4160,3120,0.01881449799999757,126
087+.jpg,+,4160,3120,0.018081829999999854,123
088+.jpg,+,4160,3120,0.015776055999992877,105
089-.jpg,-,4160,3120,0.02096750100000122,136
090+.jpg,+,4160,3120,0.013763585999996053,71
091+.jpg,+,4160,3120,0.025996700999996847,116
092+.jpg,+,4160,3120,0.015252214000000208,113
093+.jpg,+,4160,3120,0.014099525000005997,98
094-.jpg,-,4160,3120,0.00970904099999359,7
095-.jpg,-,4160,3120,0.022974838999999747,152
096+.jpg,+,4160,3120,0.02144002499998976,158
097+.jpg,+,4160,3120,0.012882884000006811,81
098+.jpg,+,3120,4160,0.007729334999993398,18
099+.jpg,+,4160,3120,0.00821291299999416,65
100+.jpg,+,4160,3120,0.007849342000000092,58
base.jpg,e,3120,4160,0.013416594999995368,295
